Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
IM248,Phase contrast cerebral venous sinus sampling,36.6.0,,,False,
IM249,Phase contrast diagnostic angiography,36.6.0,,,False,
IM250,Penile cavernosogram,36.2.0,,,True,
IM251,Per oral pneumocolon,36.2.0,,,True,
IM252,Percutaneous cholecystogram,36.2.0,,,True,
IM253,Pleurogram,36.2.0,,,True,
IM254,Pouchogram,36.2.0,,,True,
IM255,Proctogram,36.2.0,,,True,
IM256,Renal vein sampling,36.2.0,,,True,
IM257,Shuntogram,36.2.0,,,True,
IM258,Sialogram parotid (including bilateral),36.2.0,,,True,
IM259,Sialogram submandibular (including bilateral),36.2.0,,,True,
IM260,Sinogram,36.2.0,,,True,
IM261,Video fluoroscopic swallowing exam,36.2.0,,,True,
IM262,T-tube cholangiogram,36.2.0,,,True,
IM263,Urethrogram,36.2.0,,,True,
IM264,US Doppler abdomen,36.4.0,,,True,
IM265,US Doppler aorta (including duplex),36.4.0,Narrative change from US Doppler aorta to US Doppler aorta (including duplex) in Feb 14,,True,
IM266,US Doppler carotid artery (including bilateral),36.4.0,Narrative change from 'US Doppler carotid artery' to 'US Doppler carotid artery (including bilateral)' in May 2015,,True,
IM267,US Doppler penile,36.4.0,,,True,
IM268,US Doppler transvaginal,36.4.0,,,True,IM272
IM269,US Doppler vascular limb (including duplex),36.4.0,Narrative change from US Doppler vascular limb to US Doppler vascular limb (including duplex) in Feb 14,,True,
IM270,US Abdomen,36.4.0,,,True,
IM271,US Pelvis,36.4.0,,,True,
IM272,US Transvaginal,36.4.0,Narrative change from US Transvaginal/Transrectal to US Transvaginal in Feb 14,,True,IM268
IM273,US Aorta,36.4.0,,,True,
IM274,US Breast (including bilateral),36.4.0,,,True,
IM275,US Chest,36.4.0,,,True,
IM276,US Head,36.4.0,,,True,
IM277,US Limb or Joint,36.4.0,,,True,
IM278,US Male Genitalia,36.4.0,,,True,
IM279,US Neck,36.4.0,,,True,
IM280,US Obstetrics,36.4.0,,,True,
IM281,US Soft tissue / tendon,36.4.0,,,True,
IM282,US Spine,36.4.0,,,True,
IM283,US Thyroid,36.4.0,,,True,
IM284,Basic urodynamic study with flow rate and residual only,35.0.0,Narrative change from US Urinary tract including flow rate to Flow study uriunary tract with flow rate in Feb 14Narrative change from 'Flow study uriunary tract with flow rate' to 'Flow study urinary tract with flow rate' in July 2015Narrative change from 'Flow study urinary tract with flow rate' to 'Basic urodynamic study with flow rate and residual only' in March 2016,,True,
IM284,Basic urodynamic study with flow rate and residual only,36.4.0,Narrative change from US Urinary tract including flow rate to Flow study uriunary tract with flow rate in Feb 14Narrative change from 'Flow study uriunary tract with flow rate' to 'Flow study urinary tract with flow rate' in July 2015Narrative change from 'Flow study urinary tract with flow rate' to 'Basic urodynamic study with flow rate and residual only' in March 2016,,True,
IM285,US Vocal Cord,36.4.0,,,True,
IM286,Vasogram,36.2.0,,,True,
IM287,Venography (including bilateral),36.2.0,,,True,
IM288,Ventriculogram cerebral,36.2.0,,,True,
IM289,Wada study,36.2.0,,,True,
IM290,XR Abdomen (2 or more views),36.1.0,Narrative change from 'XR Abdomen' to 'XR Abdomen (2 or more views)' in November 2014,,True,
IM291,XR Ankle (2 or more views),36.1.0,Narrative change from 'XR Ankle' to 'XR Ankle (2 or more views)' in November 2014,,True,
IM292,XR Ankle joint with stress,36.1.0,,,True,
IM293,XR Cephalogram,36.10.0,,,True,
IM294,XR Cervical spine (2 or more views),36.1.0,Narrative change from 'XR Cervical spine' to 'XR Cervical spine (2 or more views)' in November 2014,,True,
IM295,XR Chest (2 or more views),36.1.0,Narrative change from 'XR Chest' to 'XR Chest (2 or more views)' in November 2014,,True,
IM296,XR Clavicle (2 or more views),36.1.0,Narrative change from 'XR Clavicle' to 'XR Clavicle (2 or more views)' in November 2014,,True,
IM297,XR Coccyx spine (2 or more views),36.1.0,Narrative change from 'XR Coccyx spine' to 'XR Coccyx spine (2 or more views)' in November 2014,,True,
IM298,XR Colonic transit study,36.2.0,,,True,
IM299,XR Elbow (2 or more views),36.1.0,Narrative change from 'XR Elbow' to 'XR Elbow (2 or more views)' in November 2014,,True,
IM300,XR Femur (2 or more views),36.1.0,Narrative change from 'XR Femur' to 'XR Femur (2 or more views)' in November 2014,,True,
IM301,XR Foot (2 or more views),36.1.0,Narrative change from 'XR Foot' to 'XR Foot (2 or more views)' in November 2014,,True,
IM302,XR Hand (2 or more views),36.1.0,Narrative change from 'XR Hand' to 'XR Hand (2 or more views)' in November 2014,,True,
IM303,XR Hip (2 or more views),36.1.0,Narrative change from 'XR Hip' to 'XR Hip (2 or more views)' in November 2014,,True,
IM304,XR Humerus (2 or more views),36.1.0,Narrative change from 'XR Humerus' to 'XR Humerus (2 or more views)' in November 2014,,True,
IM305,XR Intravenous urogram,36.2.0,,,True,
IM306,XR Knee (2 views),36.1.0,Narrative change from 'XR Knee' to 'XR Knee (2 views)' in November 2014,,True,
IM307,XR Knee (3 or more views),36.1.0,Narrative change from 'XR Knee with additional views' to 'XR Knee (3 or more views)' in November 2014,,True,
IM308,XR Leg length measurement,36.1.0,,,True,
IM309,XR Lumbar sacral spine (2 or more views),36.1.0,Narrative change from 'XR Lumbar spine' to 'XR Lumbar sacral spine (2 or more views)' in November 2014,,True,
IM310,XR Mammary ductogram,36.2.0,,,True,
IM311,"XR Mammogram (2 or more views each side, including bilateral)",36.1.0,"Narrative change from 'XR Mammogram' to 'XR Mammogram (2 or more views each side, including bilateral)' in November 2014",,True,
IM312,XR Orbit foreign body demonstration Both (2 or more views),36.1.0,Narrative change from 'XR Orbit foreign body demonstration Both' to 'XR Orbit foreign body demonstration Both (2 or more views)' in November 2014,,True,
IM313,XR Orthopantomogram full,36.10.0,,,False,
IM314,XR Patella (2 or more views),36.1.0,Narrative change from 'XR Patella' to 'XR Patella (2 or more views)' in November 2014,,True,
IM315,XR Pathological specimen,36.1.0,,,True,
IM316,XR Pelvis,36.1.0,,,True,
IM317,XR Radius and ulna (2 or more views),36.1.0,Narrative change from 'XR Radius and ulna' to 'XR Radius and ulna (2 or more views)' in November 2014,,True,
IM318,XR Sacrum spine (2 or more views),36.1.0,Narrative change from 'XR Sacrum spine' to 'XR Sacrum spine (2 or more views)' in November 2014,,True,
IM319,XR Shoulder (2 or more views),36.1.0,Narrative change from 'XR Shoulder' to 'XR Shoulder (2 or more views)' in November 2014,,True,
IM320,XR Skull - lateral view,36.1.0,,,True,
IM321,XR Skull - 2 or more views,36.1.0,,,True,
IM322,XR Thoracic spine (2 or more views),36.1.0,Narrative change from 'XR Thoracic spine' to 'XR Thoracic spine (2 or more views)' in November 2014,,True,
IM323,XR Tibia and fibula (2 or more views),36.1.0,Narrative change from 'XR Tibia and fibula' to 'XR Tibia and fibula (2 or more views)' in November 2014,,True,
IM324,XR Tomogram (multiple views),36.1.0,Narrative change from 'XR Tomogram' to 'XR Tomogram (multiple views)' in November 2014,,True,
IM325,XR Wrist (2 or more views),36.1.0,Narrative change from 'XR Wrist' to 'XR Wrist (2 or more views)' in November 2014,,True,
IM326,Fibroscan for liver disease,36.4.0,,,True,
IM327,Lanreotide Scan,36.5.0,,,True,
IM328,XR Toe (2 or more views),36.1.0,Narrative change from 'XR Toe' to 'XR Toe (2 or more views)' in November 2014,,True,
IM329,XR Paranasal Sinuses (2 or more views),36.1.0,Narrative change from 'XR Paranasal Sinuses' to 'XR Paranasal Sinuses (2 or more views)' in November 2014,,True,
IM330,"XR Mastoids (2 or more views, including bilateral)",36.1.0,"Narrative change from 'XR Mastoids                                                                                                      ' to 'XR Mastoids (2 or more views, including bilateral)' in November 2014",,True,
IM331,XR Nasal Bones (2 or more views),36.1.0,Narrative change from 'XR Nasal Bones   ' to 'XR Nasal Bones (2 or more views)' in November 2014,,True,
IM332,XR Finger (2 or more views),36.1.0,Narrative change from 'XR Finger ' to 'XR Finger (2 or more views)' in November 2014,,True,
IM333,XR Fluro With Films,36.1.0,,,False,
IM334,XR Fluro Without Films,36.1.0,,,True,
IM335,XR Forearm (2 or more views),36.1.0,Narrative change from 'XR Forearm ' to 'XR Forearm (2 or more views)' in November 2014,,True,
IM336,XR Facial Bones (2 or more views),36.1.0,Narrative change from 'XR Facial Bones         ' to 'XR Facial Bones (2 or more views)' in November 2014,,True,
IM337,XR Dental Check - Opg,36.10.0,,,True,
IM338,US Transrectal,36.4.0,,,True,
IM339,Flow rate,35.0.0,,,True,
IM339,Flow rate,36.4.0,,,True,
IM340,Vas. US Ankle Pressure (AP),36.4.0,,,True,
IM341,Cholescintigraphy (HIDA) Scan,36.5.0,,,True,
IM342,US Musculo-skeletal - 1 part,36.4.0,,,True,
IM343,US Musculo-skeletal - 2 parts,36.4.0,,,True,
IM344,PET/CT half body,36.8.0,,,True,
IM345,Full field digital mammography (including bilateral),36.3.0,,,True,
IM346,Ultrasound of abdomen and pelvis,36.4.0,,,True,IM347
IM347,"Ultrasound of abdomen, pelvis and transvaginal/transrectal",36.4.0,,,True,IM346
IM348,Ultrasound of pelvis including transvaginal/transrectal,36.4.0,,,True,
IM349,US endoanal,36.4.0,,,True,
IM350,EOS 2D/3D imaging scan,36.0.0,,,True,
IM351,CT urogram,36.3.0,,,True,
IM353,Renal angiogram,36.2.0,,,True,
IM354,Angiography,36.2.0,,,True,
IM355,MRI cardiac anatomy,36.6.0,New code added in October 2014,,True,
IM356,MRI cardiac function,36.6.0,New code added in October 2014,,True,
IM357,MRI cardiac viability/fibrosis,36.6.0,New code added in October 2014,,True,
IM358,MRI cardiac flow,36.6.0,New code added in October 2014,,True,
IM359,MRI cardiac stress perfusion,36.6.0,New code added in October 2014,,True,
IM360,MRI cardiac angiography,36.6.0,New code added in October 2014,,True,
IM361,CT Enteroclysis,36.3.0,New code added in October 2014,,True,
IM362,"IV Cholangiogram
",36.2.0,New code added in October 2014,,True,
IM363,PET/CT scan with choline,36.8.0,New code added in March 2015,,True,
IM364,CT of the coronary arteries (CTCA) with Fractional Flow Reserve (FFR) calculation,36.3.0,New code added in March 2017,,True,IM017
IM365,3D saline infusion sonohysterography,36.4.0,New code added in June 2017,,True,
IM366,PSMA PET scan,36.7.0,New code added in September 2017,,True,
IM367,Inclusive charges for upright MRI scan of one spinal area in flexion and extension (2 part),36.6.0,New code added in September 2017,,True,
IM368,Fractional flow reserve CT (FFRCT),36.3.0,New code added in October 2017Code inactivated in October 2020,,False,
IM369,Gastrografin enema,36.2.0,New code added in October 2018,,True,
IM370,US Doppler Vascular Limb (including duplex) - bilateral,36.4.0,New code added in November 2018,,True,
IM371,PET Scan with florbetapir,36.7.0,New code added in February 2019,,True,
IM372,Contrast enhanced spectral mammography,36.2.0,New code added in August 2019,,True,
IM373,XR whole spine,36.1.0,New code added in October 2019,,True,
IM374,Magnetic resonance venogram (MRV),36.6.0,New code added in July 2020,,True,
IM375,Standing CBCT foot and ankle (including bilateral),36.3.0,New code added in August 2020,,True,
IM376,PET/CT Ga68 PSMA,36.8.0,New code added in May 2021,,True,
IM377,"PET/CT Ga68 Dotatate scan, whole body",36.8.0,New code added in May 2021,,True,
IM378,PET/MR F18 Choline scan,36.7.0,New code added in May 2021,,True,
IM379,Dynamic ultrasound of the thorax and ribs,36.4.0,New code added in April 2022,,True,
IM380,US Doppler (not otherwise specified) unilateral,36.4.0,New code added in April 2022,,True,
IM381,US Doppler (not otherwise specified) bilateral,36.4.0,New code added in April 2022,,True,
IM382,Fibreoptic endoscopic evaluation of swallow study (FEES),36.0.0,New code added in August 2024,,True,
K5120,Intravascular ultrasound of coronary arteries (as sole procedure),31.0.0,,,True,
K5810,Diagnostic intracardiac electrophysiological study (including characterisation of intracardiac conduction and any testing of anti-arrhythmic drug efficacy by programmed stimulation),31.0.0,,,True,
K6310,CT Coronary angiogram,31.0.0,New code added in March 2017,,True,
M1350,Antegrade pyelogram (including bilateral),36.2.0,,,True,
M4780,Invasive urodynamic assessment including cystoscopy and pressure/flow measurements,35.0.0,Narrative change from 'Urodynamic studies/urodynamic assessment' to 'Invasive urodynamic assessment including pressure/flow measurements' in March 2016Narrative change from 'Invasive urodynamic assessment including pressure/flow measurements' to 'Invasive urodynamic assessment including cystoscopy and pressure/flow measurements' in January 2017,,True,
MI001,Skin prick test (up to 10 allergens),35.0.0,,,True,"MI002, MI003"
MI002,Skin prick test (11-20 allergens),35.0.0,,,True,"MI001, MI003"
MI003,Skin prick test (21+ allergens),35.0.0,,,True,"MI001, MI002"
MI004,Patch test (up to 10 allergens),35.0.0,,,True,"MI005, MI006"
MI005,Patch test (11-20 allergens),35.0.0,,,True,"MI004, MI006"
MI006,Patch test (21+ allergens),35.0.0,,,True,"MI004, MI005"
MI007,Food challenge,35.0.0,,,True,
MI008,Hydrogen/methane breath test,35.0.0,,,True,
MI009,Sleep studies,35.0.0,,,False,
MI010,Insulin stress test - includes cortisol + HGH,35.0.0,,,True,
MI011,Expressed prostatic secretions,35.0.0,,,True,
MI012,Prostatitis: pre- and post-massage urine test,35.0.0,,,True,
MI013,Synacthen stimulation test,35.0.0,,,True,
MI014,Thyroid stimulation test,35.0.0,,,True,
MI016,Isokinetic testing,35.0.0,,,True,
MI017,Helicobacter pylori/ urea breath test,35.0.0,,,True,
MI018,Tuberculin skin test (TST) including reporting,35.0.0,,,True,
MI019,Systemic Lupus Erythematosis (SLE) Latex test,35.0.0,,,True,
MI020,"Dexamethasone suppression test including adminstration of Dexamethasone, blood sampling and reporting",35.0.0,,,True,
MI021,Electroglottograph (EGG) computer voice analysis,35.0.0,,,True,
MI022,Water/fluid deprivation test,34.2.0,,,True,
MI023,Multiple Sleep Latency Test (MSLT),35.0.0,,,True,
MI029,Hydrocortisone curve,35.0.0,,,True,
MI030,Cardiovascular autonomic function assessment,35.0.0,Narrative change from 'Assessment for autonomic dysfunction' to 'Cardiovascular autonomic function assessment ' in June 2016,,True,
MI031,Tilt table test,35.0.0,,,True,
MI032,Gait analysis,35.0.0,,,True,
MI033,Olfactory testing,35.0.0,New code added in September 2015,,True,
MI034,High resolution anorectal manometry,35.0.0,New code added in January 2016,,True,
MI035,Tilt table test (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI036,Liquid meal challenge (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI037,Modified exercise test (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI038,Cervical head movements (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI039,Arm movements (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI040,24hr BP & HR profile (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI041,48 hour BP & HR monitoring  (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI042,Dysreflexia test (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI043,Carotid sinus massage  (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI044,Liquid meal challenge + octreotide  (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI045,Liquid meal challenge + pyridostigmine (cardiovascular autonomic testing),35.0.0,New code added in June 2016,,True,
MI046,Point shear wave elastography (PSWE),35.0.0,New code added in May 2017,,True,
MI047,Thermography,35.0.0,New code added in August 2017,,True,
MI048,Mole mapping,35.0.0,New code added in August 2017,,True,
MI049,Quantitative Sensory Testing,35.0.0,New code added in April 2018,,True,
MI050,Contract-enhanced ultrasound (CEUS),35.0.0,New code added in July 2018,,True,
MI051,ToxNav,35.0.0,New code added in August 2019,,True,
MI052,Drug Challenge,35.0.0,New code added in August 2019,,True,
MI053,Gustatory testing - for patients reporting primary disturbances of salt/sweet/sour/bitter sensations,35.0.0,New code added in December 2019,,True,
OP001,"Routine optometric eye test (acuity, refraction and clinical examination) (including bilateral)",32.1.0,"Narrative change from Routine eye test to Routine optometric eye test (acuity, refraction and clinical examination) (including bilateral) in Dec 13",,True,"OP011, OP011, OP011, OP030"
OP001,"Routine optometric eye test (acuity, refraction and clinical examination) (including bilateral)",32.2.0,"Narrative change from Routine eye test to Routine optometric eye test (acuity, refraction and clinical examination) (including bilateral) in Dec 13",,True,"OP011, OP011, OP011, OP030"
OP002,Aqueous aspiration and microbiology,32.1.0,,,False,
OP003,Confocal corneal microscopy,32.1.0,Narrative change from Confocal diagnostic microscopy and endothelial cell count to Confocal corneal microscopy in Dec 13,,True,
OP004,Cornea scraping & microbiology,32.1.0,,,False,
OP004,Cornea scraping & microbiology,32.3.0,,,False,
OP005,Corneal biopsy & microbiology,32.1.0,,,False,
OP005,Corneal biopsy & microbiology,32.3.0,,,False,
OP006,Corneal pachymetry (including bilateral),32.1.0,"Narrative change from Corneal pachymetry including keratometry to Corneal pachymetry in Dec 13
Narative change from Corneal pachymetry to Corneal pachymetry (including bilateral) in April 14",,True,
OP007,Corneal Topography (including Pentacam) (including bilateral),32.1.0,"Narrative change from Corneal topography to Corneal Topography (including Pentacam) in Dec 13
Narrative change from Corneal Topography (including Pentacam) to Corneal Topography (including Pentacam) (including bilateral) in April 2014",,True,
