Code,CodeDescription,chap,HistoricalNotes,Notes,active,CodingPrinciples
W1080,"Osteotomy of long bone, +/- fixation (including graft)",16.2.0,"Description changed from Osteotomy of large bone, with/without fixation, including graft",,TRUE,"W3620, W3622, W7420"
W1320,Osteotomy of proximal femur,16.3.3,Description changed from Osteotomy of proximal femur - adult,,TRUE,"S4230, W1380, W1390, W3712, W3713, W3714, W3720, W3721, W3732, W3733, W3734, W3744, W3745, W3751, W3943, W3944, W9240"
W1380,"Arthroscopic femoro-acetabular surgery for hip impingement syndrome, including labral repair and osteochondroplasty",16.9.0,"Narrative change from 'Arthroscopic femoro-acetabular surgery for hip impingement syndrome' to 'Arthroscopic femoro-acetabular surgery for hip impingement syndrome, including labral repair and osteochondroplasty ' in July 2021",,TRUE,"T6213, W0850, W1320, W1390, W1800, W5723, W6013, W7761, W8620, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W1390,Open femoro-acetabular surgery for hip impingement syndrome,16.9.0,Description changed from Open femoro-acetabular surgery for hip impingement,,TRUE,"W1320, W1380"
W1510,"Osteotomy of metatarsal (e.g. Akin,McNab etc)",16.11.6,,,FALSE,
W1580,Osteotomy for pes cavus,16.11.6,,,FALSE,
W1590,"Correction of retracted/dislocated metatarsophalangeal joint (including tendon transfer, division/realignment of bone and internal fixation)",16.11.3,,,TRUE,"S5210, W0300, W0310, W8700, W8780, W9012, W9013, W9014, W9015, W9016, W9020, W9040, W9240"
W1640,"Simple pelvic osteotomy and fixation, e.g. Salter or Chiari osteotomies",16.9.3,Description changed from Pelvic osteotomy with fixation. Simple osteotomy is one that has a single cut in one plane,,TRUE,"S4230, W1649, W9240"
W1641,Osteotomy of short bone of hand (including fixation and bone grafting),16.6.2,Narrative change from 'Osteotomy of small bone of hand (including fixation and bone grafting)' to 'Osteotomy of short bone of hand (including fixation and bone grafting)' in July 2016,,TRUE,W0850
W1642,Open reduction/internal fixation of posterior rim of acetabulum,16.3.3,"Split into five new codes, to describe size of joint, previously: W1640 Pelvic osteotomy with fixation",,TRUE,"W1643, W1644, W3100"
W1643,Open reduction/internal fixation of either posterior wall/column of acetabulum or anterior column of acetabulum,16.3.3,"Split into five new codes, to describe size of joint, previously: W1640 Pelvic osteotomy with fixation",,TRUE,"W1642, W1644, W3100"
W1644,Open reduction/internal fixation of both columns of acetabulum,16.3.3,"Split into five new codes, to describe size of joint, previously: W1640 Pelvic osteotomy with fixation",,TRUE,"W1642, W1643, W3100"
W1645,Open reduction/internal fixation plus bone graft symphysis pubis,16.3.3,"Split into five new codes, to describe size of joint, previously: W1640 Pelvic osteotomy with fixation",,TRUE,W3100
W1646,Open reduction/internal fixation of sacro-iliac joint,16.3.3,"Split into five new codes, to describe size of joint, previously: W1640 Pelvic osteotomy with fixation",,TRUE,W3100
W1647,Open reduction/internal fixation of fractures of the greater trochanter (including fixation of non-union of greater trochanter after trochanteric osteotomy),16.3.3,,,TRUE,"W1648, W3100"
W1648,Osteotomy/transfer of greater trochanter (as sole procedure),16.9.2,,,TRUE,"T6213, W0850, W1647, W8700, W9030, W9040, W9240"
W1649,"Complex pelvic osteotomies and fixation, e.g. triple osteotomy, peri-acetabular osteotomy",16.9.3,Complex osteotomy requires two or three cuts in different planes,,TRUE,"S4230, W1640, W9240"
W1660,Tibial osteotomy,16.10.1,,,TRUE,W9240
W1700,Shelf augmentation of acetabulum (Wainwright or Trillat),16.9.2,"Description changed from Shelf augmentation of acetabulum, e.g. Wainwright or Trillat",,TRUE,"A5210, A5211, S4230, W3944"
W1800,Drainage/debridement of bone(s) (including sequestrectomy for osteomyelitis),16.2.0,,,TRUE,"S4183, S4213, S5532, S5533, S5710, S5712, S5730, S5770, W0850, W1380, W3620, W3622"
W1870,Drainage of petrous apex for sepsis,5.2.0,,,TRUE,"V0382, V0383"
W1880,Drainage of skull,2.2.0,Code inactivated since it is too vague. Codes A4280 and A2080 are more appropriate descriptors.,,FALSE,
W1910,Primary reduction of fracture of neck of femur and internal fixation,16.3.3,Description changed from Primary open reduction of fracture of neck of femur and open fixation using pin and plate,,TRUE,"W3712, W3713, W3714, W3720, W3721, W3751"
W1911,Core decompression of hip,16.9.2,,,TRUE,
W1912,"Pinning of head of femur - open or percutaneous (e.g. slipped femoral epiphysis, undisplaced neck fracture)",16.9.3,,,TRUE,"W4600, W9240"
W1913,Pinning for bilateral slipped upper femoral epiphysis,16.9.3,,,TRUE,"S4230, W9240"
W1915,Hip osteochondroplasty (open),16.9.2,,,FALSE,
W1920,Primary open reduction of long bone with fixation,16.3.1,,,TRUE,"W2100, W2310, W2380, W2500, W2502, W3100"
W1940,Primary open reduction of short bone with fixation (including intra-articular),16.3.2,Narrative change from 'Primary open reduction of small bone with fixation (including intra-articular)' to 'Primary open reduction of short bone with fixation (including intra-articular)' in July 2016,,TRUE,"A7350, W2300, W3100"
W2070,Open reduction and internal fixation of complex acetabular pelvic fracture,16.3.6,Replaced by new codes in Pelvis/Acetabulum & Femur sub-section,,FALSE,
W2080,Open reduction of fracture of pelvis and internal fixation,16.3.6,Replaced by new codes in Pelvis/Acetabulum & Femur sub-section,,FALSE,
W2100,"Primary open reduction of intra-articular fracture of long bone with internal fixation, e.g. proximal humerus or proximal tibia (+/- arthroscopic assistance)",16.3.1,"Description changed from Primary open reduction of intra-articular fracture of long bone, e.g. proximal humerus",,TRUE,"W1920, W2310, W2380, W2500, W2502, W3100, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W2300,Secondary open reduction of fracture of short bone (including intra-articular fracture for delayed/non-union and including bone graft),16.3.2,"Description changed from Secondary open reduction of fracture of small bone, including intra-articularNarrative change from 'Secondary open reduction of fracture of small bone (including intra-articular fracture for delayed/non-union and including bone graft)' to 'Secondary open reduction of fracture of short bone (including intra-articular fracture for delayed/non-union and including bone graft)' in July 2016",,TRUE,"A7350, W1940, W3100"
W2310,Secondary open reduction of fractured long bone-and intramedullary fixation or internal fixation for non-union/mal union - including intra-articular (including bone graft),16.3.1,Description changed from Secondary open reduction of fractured long bone-and intramedullary fixation or internal fixation for non-union/mal union,,TRUE,"W1920, W2100, W2380, W2500, W2502, W3100"
W2330,Secondary open reduction of intra-articular fracture of bone,16.3.6,,,FALSE,
W2380,Locked intramedullary nailing of fractured long bone,16.3.1,Description changed from Locked intramedullary nailing,,TRUE,"W1920, W2100, W2310"
W2500,Closed reduction of fracture of long bone with external fixation (excluding fixation by cast or percutaneous K-wires),16.3.1,"Description changed from Closed reduction of fracture of long bone and external fixation, including POP and percutaneous K-wires, e.g. forearm",,TRUE,"W1920, W2100, W2310, W2502"
W2502,Closed reduction of fracture of long bone (including cast or percutaneous K-wires),16.3.1,,,TRUE,"W1920, W2100, W2310, W2500, X4810, X4822"
W2580,Closed reduction of fracture of short bone with external fixator,16.3.2,"Description changed from Closed reduction of fracture of small bone and external fixation, including POP and percutaneous K-wiresNarrative change from 'Closed reduction of fracture of small bone with external fixator' to 'Closed reduction of fracture of short bone with external fixator' in July 2016",,TRUE,"W2582, X4810, X4822"
W2582,Closed reduction of fracture of short bone (including cast or percutaneous K-wires),16.3.2,Narrative change from 'Closed reduction of fracture of small bone (including cast or percutaneous K-wires)' to 'Closed reduction of fracture of short bone (including cast or percutaneous K-wires' in July 2016,,TRUE,"W2580, X4810, X4822"
W2620,Manipulation under anaesthesia of fractured nose (as sole procedure),5.5.0,Description changed from Manipulation under anaesthesia of fractured nose,,TRUE,E0610
W2700,"Fixation of epiphysis (including epiphysiodesis, correction of angular deformity)",16.2.0,,,TRUE,"W2702, W3620, W3622"
W2702,Epiphysiolysis (e.g. Langenskiold procedure),16.2.0,Involves resecting (under X-ray control) the piece of bone that has grown across the epiphysis. The space is filled with fat.,,TRUE,"W2700, W3620, W3622"
W2810,Repair of non-union of clavicle,16.7.3,Description changed from Plating and / or bone grafting for non-union of clavicleNarrative change from 'Plating and bone grafting for non-union of clavicle' to 'Repair of non-union of clavicle' in June 2016,,TRUE,
W2830,"Removal of internal fixation from bone / joint, excluding K-wires +/- image guidance",16.3.5,"Description changed from Removal of internal fixation/prosthesis from bone / joint, excluding K-wiresNarrative change from 'Removal of internal fixation from bone / joint, excluding K-wires' to 'Removal of internal fixation from bone / joint, excluding K-wires +/- image guidance' in April 2020",,TRUE,"S4230, W0300, W3712, W3713, W3714, W3720, W3721, W3732, W3733, W3734, W3744, W3745, W3751, W3943, W4200, W4230, W4240, W4242, W4244, W5201, W5210, W5800, W5822, W5830, W5831, W7420, W8500, W8580, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W2910,Application of skeletal traction to bone,16.12.0,,,TRUE,W2930
W2912,Application of halo (as sole procedure),3.1.4,,,TRUE,
W2930,Removal of skeletal traction from bone,16.12.0,,,TRUE,W2910
W3010,Application of external fixation to bone,16.12.0,,,TRUE,W3030
W3020,Adjustments to IIizarov frame/rings,16.3.5,Description changed from Adjustments to IIizarov frame rings for secondary non-union / mal-union,,TRUE,W3040
W3030,Removal of external fixation from bone,16.12.0,,,TRUE,W3010
W3032,Removal of fixator/frame/pins/wires and change of plaster (as sole procedure),16.3.5,Narrative change from 'Removal of fixator/frame/pins/wires and change of plaster' to 'Removal of fixator/frame/pins/wires and change of plaster (as sole procedure)' in April 2020,,TRUE,"W3530, X4810, X4822"
W3040,Application of IIizarov frame for secondary non-union / mal-union (including osteotomy),16.3.5,,,TRUE,W3020
W3050,Adjustments to pin sites secondary for non-union / mal-union,16.3.5,,,TRUE,
W3090,Core decompression of knee,16.10.2,,,TRUE,W9240
W3100,Bone graft (as sole procedure),16.3.6,Narrative change from 'Bone graft (except where part of another procedure)' to 'Bone graft (as sole procedure)' in June 2016,,TRUE,"S4230, V2200, V2201, V2400, V2950, V2951, W0321, W0322, W0420, W0422, W0432, W0434, W0460, W0462, W0463, W0464, W0632, W1642, W1643, W1644, W1645, W1646, W1647, W1920, W1940, W2100, W2300, W2310, W3110, W3712, W3713, W3714, W3720, W3721, W3732, W3733, W3734, W3744, W3745, W3751, W3780, W3945, W4200, W4210, W4214, W4216, W4218, W4230, W4231, W4244, W4280, W4410, W4420, W4430, W4542, W4543, W5201, W5210, W5800, W5822, W5830, W5831, W5851, W5852, W5930, W6012, W6013, W6014, W6016, W6200"
W3110,Osteochondral grafting as a single stage procedure,16.10.2,Description changed from Osteochondral grafting,,TRUE,"W3100, W3140, W8200, W8230, W8250, W8300, W8500, W8520, W8580, W9012, W9013, W9014, W9015, W9016, W9020, W9040"
W3111,Autologous collagen induced chondrogenesis (ACIC) or autologous matrix induced chondrogenesis (AMIC),16.5.0,New code added in December 2014,,TRUE,W3150
W3122,Harvesting for autologous chondrocyte transplantation into knee (including arthroscopy),16.10.2,,,TRUE,"W3123, W3150, W8200, W8230, W8250, W8300, W8500, W8520, W8580, W9012, W9013, W9014, W9015, W9016, W9020, W9040, W9240"
W3123,"Implantation of autologous chondrocytes into knee (including knee surgery, debridement and periosteal flap or membrane cover)",16.10.2,,,TRUE,"W3122, W3140, W3150, W7420, W8200, W8230, W8250, W8300, W8500, W8520, W8580, W9012, W9013, W9014, W9015, W9016, W9020, W9040, W9240"
W3140,"Implantation of autologous chondrocytes into knee using an Advanced Therapy Medicinal Product (including knee surgery, debridement and periosteal flap or membrane cover)",16.10.2,,,TRUE,"AC100, W3110, W3123, W3150, W8250, W9012, W9013, W9014, W9015, W9016, W9020, W9040, W9240"
W3150,Harvesting and injection of autologous bone marrow aspirate concentrate (BMAC) with collagen cell carrier for osteochondral defects of the knee,16.10.0,New code added in November 2020,,TRUE,"U0010, U0020, U0020, U0040 , U0050, W3111, W3122, W3123, W3140, W3650, W3651, W8500, W8580, W9030, W9045"
W3180,Free composite (i.e. including bone) vascularised grafts,15.4.1,,,TRUE,"B2914, B2986, B2989, B2990, B2993, B2996, GA303, S1500, S4230, T7604"
W3200,Open reduction and internal fixation of cancellous bone graft scaphoid non-union,16.6.3,"Description changed from Bone graft to scaphoid with internal fixation, including Herbert screw",,TRUE,W3202
W3202,Open reduction and internal fixation wedge reconstruction bone graft scaphoid non-union,16.6.3,,,TRUE,W3200
W3203,"Early open reduction and internal fixation of scaphoid fracture, i.e. within 6 weeks of fracture",16.6.3,,,TRUE,
W3510,Introduction of therapeutic substance into bone,16.2.0,"Description changed from Introduction of therapeutic substance into bone, e.g. infection or bone cyst
Inactivated in June 2013 due to low utilisation",,FALSE,"W0321, W0322, W3622, W7921, W7922"
W3511,"Subchondroplasty injection (arthroscopic), under x-ray guidance",16.5.0,New code added in October 2018,,TRUE,
W3530,Removal of percutaneous wire,16.3.5,"Description changed from Removal of wire from bone, including K-wires",,TRUE,"S4230, W3032, W3712, W3713, W3714, W3720, W3721, W3751, W4200, W4210, W4214, W4216, W4218, W4280, W5201, W5800, W5830, W5831, W5851, W5852, W7420, W8200, W8230, W8280, W8500, W8580, W8600, W8680, X4810, X4822"
W3620,Open bone biopsy as sole procedure,16.2.0,Narrative change from Open bone biopsy to Open bone biopsy as sole procedure in June 2013,,TRUE,"V2200, V2201, V2400, V2402, V2500, V2501, V2510, V2540, V2541, V2542, V2546, V2560, V2562, V3340, V3341, V3720, V3721, V3721, W0330, W0380, W0390, W0640, W0700, W0850, W0950, W0960, W0961, W1040, W1080, W1800, W2700, W2702, W3622, W3650, W3651, W3652, W5700, W5701, W5710, W5780, W7980"
